APN,Longitude,Latitude,Name,Address,Community,ConstructionType,HousingType,HCIDLA_Funded,Leverage,TECB,TDC,Photo
5054006007,-118.3000715,34.0299572,Windward Apts (A/B) (Site 8),2730 S Normandie Ave Ca 90007,ADAMS-NORMANDIE,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5053012035,-118.3068943,34.03174904,Two World Apartments (Site 5),2625 S Harvard Blvd Ca 90018,ADAMS-NORMANDIE,Rehab,Seniors,3225000,17094146,0,20319146,http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site5/Two%20Worlds%202625%20S.%20Harvard%20-%20070172.png
5049014013,-118.3525139,34.03214247,Lexington Apartments A/B (Site 8),2607 S Mansfield Ave Ca 90016,ALSACE,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5405021065,-118.2510489,34.07199525,Figueroa Place,1320 W Sunset Blvd 1-33 Ca 90026,ANGELINO HEIGHTS,New Construction,Large Family / Waiver Required,1647000,8292373,0,9939373,http://hcidapp.lacity.org/mpphotos/030166/Photo/Website/CD%201%20-%20Figueroa%20Place%20-%20030166.jpg
5442002908,-118.2339664,34.0974886,Rio Vista Apartments,"1515 N San Fernando Road Northeast Roadway 1-87  Los Angeles, Ca 90031",ATWATER VILLAGE,New Construction,Family,6022354,23669584,0,29691938,http://hcidapp.lacity.org/mpphotos/12-118780/Photo/Website/DSCF7272.png
5442002908,-118.2339664,34.0974886,Taylor Yard Master Association,1311 N San Fernando Road A-C Ca 90031,ATWATER VILLAGE,New Construction,N/A,9260275,0,0,9260275,http://hcidapp.lacity.org/mpphotos/13-119113/Photo/Website/Taylor%20yard%20Master%20DSCF6802.png
5183005052,-118.2094554,34.04485789,Las Margaritas,"137 N Soto St 1-20  Los Angeles, Ca 90033",BOYLE HEIGHTS,Both Rehab And New Construction,Family,559761,14135658,0,14695419,http://hcidapp.lacity.org/mpphotos/09-117211/Photo/Website/Las_Margaritas_137_Soto.png
5183005010,-118.2096693,34.04422001,Las Margaritas (Site 2),115 N Soto St Ca 90033,BOYLE HEIGHTS,Both Rehab And New Construction,Family,559761,14135658,0,14695419,http://hcidapp.lacity.org/mpphotos/09-117211/Photo/Website%20Site2/Las%20Margaritas%20115%20Soto.JPG
5183001048,-118.2137959,34.04788695,Las Margaritas (Site 3),319 N Cummings St Ca 90033,BOYLE HEIGHTS,Both Rehab And New Construction,Family,559761,14135658,0,14695419,http://hcidapp.lacity.org/mpphotos/09-117211/Photo/Website%20Site3/Las%20Margaritas%20319%20Cummings.JPG
5183023003,-118.2169235,34.03875823,Linda Vista Nurses Building,630 S St Louis St Ca 90023,BOYLE HEIGHTS,Acquisition + Rehab,Seniors,4214325,3959132,759870,8933327,http://hcidapp.lacity.org/mpphotos/10-118599/Photo/Website/10-118599.JPG
5188005031,-118.1967781,34.02611829,The Whittier,"3555 E Whittier Blvd 1-60  Los Angeles, Ca 90023",BOYLE HEIGHTS,New Construction,Family,4907400,19070042,0,23977442,http://hcidapp.lacity.org/mpphotos/11-117205/Photo/Website/thewhittier4814_009.png
5191012020,-118.1993104,34.02223101,Beswick Senior Apartments,"3553 E Beswick St  Los Angeles, Ca 90023",BOYLE HEIGHTS,New Construction,Seniors,2374632,9212897,0,11587529,http://hcidapp.lacity.org/mpphotos/12-118877/Photo/Website/beswick%20sr%20png.png
5183023003,-118.2169235,34.03875823,Linda Vista Apartments (Phase Ii),"610 S St Louis St  Los Angeles, Ca 90023",BOYLE HEIGHTS,Rehab,Seniors,13635675,20513952,0,34149627,http://hcidapp.lacity.org/mpphotos/13-119072/Photo/Website/150_1603.png
2111005034,-118.5982863,34.20814091,Tierra Del Sol,7500 N Alabama Ave 1-119 Ca 91303,CANOGA PARK,New Construction,Large Family / Waiver Required,8125000,15158179,2103714,25386893,http://hcidapp.lacity.org/mpphotos/000124/Photo/Website/CD%203%20-%20Tierra%20Del%20Sol%20-%20000124.jpg
2138005006,-118.6017886,34.1967635,Hart Village,6941 N Owensmouth Ave Ca 91303,CANOGA PARK,New Construction,Large Family / Waiver Required,2538000,16109027,0,18647027,http://hcidapp.lacity.org/mpphotos/050030/Photo/Website/CD%203%20-%20Hart%20Village.jpg
2137020037,-118.5851998,34.20086116,Winnetka Senior Apartments,20750 W Sherman Way Ca 91306,CANOGA PARK,New Construction,Seniors,12900000,8461013,5500000,26861013,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5119001028,-118.2518918,34.02272547,Central Village Apts.,1315 E 21St St 201-221 Ca 90011,CENTRAL-ALAMEDA,New Construction,Family,2762655,21148534,2570000,26481189,http://hcidapp.lacity.org/mpphotos/040072/Photo/Website/CD%209%20-%20Central%20Village.JPG
5119005012,-118.2531383,34.02055742,Lexington Apartments A/B (Site 14),1317 E 23Rd St Ca 90011,CENTRAL-ALAMEDA,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5131020009,-118.2556135,34.02132999,Lexington Apartments A/B (Site 11),1145 E 24Th St Ca 90011,HISTORIC SOUTH-CENTRAL,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5119002017,-118.2493169,34.02175885,Lexington Apartments A/B (Site 12),1386 E 20Th St Ca 90011,CENTRAL-ALAMEDA,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5131026028,-118.255789,34.01931722,Adams And Central Mix-Use,1011 E Adams Blvd 1-80 Ca 90011,HISTORIC SOUTH-CENTRAL,New Construction,Family,5788800,25260320,0,31049120,http://hcidapp.lacity.org/mpphotos/070018/Photo/Website/CD%209%20-%20Adams%20&%20Central%20Mixed.jpg
5114026039,-118.2563517,34.01309995,Rittenhouse Square,3310 S Central Ave Ca 90011,CENTRAL-ALAMEDA,New Construction,Seniors,5683872,22735937,0,28419809,http://hcidapp.lacity.org/mpphotos/070032/Photo/Website/CD%209%20-%20Rittenhouse%20Square.jpg
5120009017,-118.2717392,34.01635883,36Th Street And Broadway Apartments (Site 2),161 E 36Th St Ca 90011,HISTORIC SOUTH-CENTRAL,Rehab,Special Needs,2938772,8338570,0,11277342,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5128015021,-118.2608082,34.01761638,The Crossing On 29Th St.,"814 E 29Th St  Los Angeles, Ca 90011",HISTORIC SOUTH-CENTRAL,New Construction,Family,3262880,17610140,0,20873020,http://hcidapp.lacity.org/mpphotos/09-117212/Photo/Website/crossingat29thgo12612_031-.png
5128022009,-118.2575853,34.01700774,The 28Th St Apartments/Fka The 28Th St Ymca,1006 E 28Th St 1-49 Ca 90011,HISTORIC SOUTH-CENTRAL,Both Rehab And New Construction,Sro,3287944,18200934,0,21488878,http://hcidapp.lacity.org/mpphotos/10-117457/Photo/Website/10-117457.JPG
5128024037,-118.2557904,34.01807436,Roberta Stephens Villas I & Ii,"1035 E 27Th  Los Angeles, Ca 90011",HISTORIC SOUTH-CENTRAL,Acquisition + Rehab,Seniors,0,3360040,1995093,5355133,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5119011019,-118.2550621,34.01791077,Roberta Stephens Villas I & Ii (Site 2),1113 E 27Th St Ca 90011,CENTRAL-ALAMEDA,Acquisition + Rehab,Seniors,0,3360040,1995093,5355133,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5119003027,-118.2520059,34.02190486,Central Court Apartments (Csp Ii),1316 E 21St St Ca 90011,CENTRAL-ALAMEDA,Rehab,Special Needs,645283,1087849,0,1733132,http://hcidapp.lacity.org/mpphotos/910357/Photo/Website/CD%209%20-%20Central%20Court.JPG
6051028006,-118.2649999,33.94063107,Leeward Apts. (Site 15),"10510 S Avalon Blvd  Los Angeles, Ca 90002",GREEN MEADOWS,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6051030019,-118.2634493,33.93844191,Windward Apts (A/B) (Site 13),651 E 108Th St Ca 90002,GREEN MEADOWS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6071001013,-118.26374,33.93817372,Windward Apts (A/B) (Site 14),636 E 108Th St 1-4 Ca 90059,GREEN MEADOWS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6051023039,-118.2617844,33.9384352,Windward Apts (A/B) (Site 11),733 E 108Th St Ca 90002,GREEN MEADOWS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6071011007,-118.2618256,33.93816627,Windward Apts (A/B) (Site 12),732 E 108Th St Ca 90059,GREEN MEADOWS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6132024010,-118.2784686,33.92348284,Maya Townhomes,"12005 S Broadway  Los Angeles, Ca 90061",BROADWAY-MANCHESTER,New Construction,Family,2055350,7237394,0,9292744,http://hcidapp.lacity.org/mpphotos/080008/Photo/Website/maya12005broadwa_010-.png
2783027046,-118.5574214,34.22839505,Parthenia St Senior Hsng.,19455 W Parthenia St 1-77 Ca 91324,CHATSWORTH,New Construction,Seniors,1931627,9229203,0,11160830,http://hcidapp.lacity.org/mpphotos/040004/Photo/Website/CD%2012%20-%20Parthenia%20St.%20Senior.jpg
5408018028,-118.2414301,34.06161943,Yale Terrace,716 N Yale St 1-55 Ca 90012,CHINATOWN,New Construction,Large Family / Waiver Required,2133310,23154000,0,25287310,http://hcidapp.lacity.org/mpphotos/050007/Photo/Website/CD%201%20-%20Yale%20Terrace%20-%20050007.jpg
5407024005,-118.241785,34.06189377,Yale Street Family Housing,"715-721 Yale St  Los Angeles, Ca 90012",CHINATOWN,New Construction,Family,5093531,18993842,0,24087373,http://hcidapp.lacity.org/mpphotos/10-117558/Photo/Website/Yale%20Street%20Family.png
5408029005,-118.2367413,34.06197722,Chinatown Metro Apartments,"808 N North Spring St  Los Angeles, Ca 90012",CHINATOWN,Both Rehab And New Construction,Seniors,12600000,28500009,3810000,44910009,http://hcidapp.lacity.org/mpphotos/10-117999/Photo/Website/Chinatown%20Metro.JPG
5082006029,-118.3316341,34.05355679,Leeward Apts. (Site 10),1130 S West Blvd Ca 90019,MID-WILSHIRE,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5092003023,-118.3220195,34.05612269,Ldk Senior Apartments,900 S Crenshaw Blvd Ca 90019,KOREATOWN,Demo/New Construction,Seniors,8687337,17414515,212000,26313852,http://hcidapp.lacity.org/mpphotos/14-121119/Photo/Website/LDK%20900%20Crenshaw.png
5050011005,-118.3418241,34.03071244,Leeward Apts. (Site 7),2809 S West Blvd Ca 90016,WEST ADAMS,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5050012014,-118.3415589,34.03024903,Leeward Apts. (Site 8),2828 S West Blvd Ca 90016,WEST ADAMS,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5050011006,-118.3418248,34.0305613,Windward Apts (A/B) (Site 5),2815 S West Blvd Ca 90016,WEST ADAMS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
4218007026,-118.4170925,33.99544387,Del Rey Square Senior Housing,"11976 W Culver Blvd  Los Angeles, Ca 90230",DEL REY,New Construction,Seniors,9389134,28060445,0,37449579,http://hcidapp.lacity.org/mpphotos/10-117553/Photo/Website/10-117553.JPG
5134014019,-118.2678742,34.03575814,New Carver,1624 S Hope St 1-97 Ca 90015,DOWNTOWN,New Construction,Special Needs / Homeless,6600000,27345678,0,33945678,http://hcidapp.lacity.org/mpphotos/070045/Photo/Website/070045.JPG
5148009015,-118.2481965,34.04681653,New Genesis,452 S Main St Ca 90013,DOWNTOWN,New Construction,Special Needs,5587486,31038161,0,36625647,http://hcidapp.lacity.org/mpphotos/080059/Photo/Website/080059.JPG
5134014021,-118.2671727,34.03520967,Eecbg - Young Apartments,1621 S Grand Ave Ca 90015,DOWNTOWN,New Construction,Sro,236206,0,0,236206,http://hcidapp.lacity.org/mpphotos/10-118601/Photo/Website/1621%20SOUTH%20GRAND%20AVENUE.png
5148019011,-118.2484034,34.04635884,New Pershing Apartments,"108 E 5Th St 1-69  Los Angeles, Ca 90013",DOWNTOWN,Rehab,Special Needs / Homeless,3500000,28113821,0,31613821,http://hcidapp.lacity.org/mpphotos/12-118778/Photo/Website/12-118778.jpg
5149037010,-118.2490649,34.04689682,Rosslyn Hotel Apartments,"112 W 5Th St  Los Angeles, Ca 90013",DOWNTOWN,Rehab,Special Needs / Homeless & Other Low Income Population,8138435,27382725,0,35521160,http://hcidapp.lacity.org/mpphotos/12-118785/Photo/Website/12-118785.jpg
5151004913,-118.2515259,34.05424878,Parcel M-Grand Ave.,225 S Grand Ave Ca 90012,DOWNTOWN,New Construction,Family,0,14195189,102905000,117100189,http://hcidapp.lacity.org/mpphotos/12-118869/Photo/Website/Parcel%20M-%20Grand%20Ave.png
5542027032,-118.2879154,34.09214334,Lexington Apartments A/B (Site 3),1141 N Westmoreland Ave Ca 90029,E. HOLLYWOOD,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5542028022,-118.2901357,34.09333386,Lexington Apartments A/B (Site 4),4612 W Lexington Ave Ca 90029,E. HOLLYWOOD,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5540016014,-118.2941598,34.09353776,Lexington Apartments A/B (Site 5),4829 W Lexington Ave Ca 90029,E. HOLLYWOOD,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5538002035,-118.2986471,34.09066979,Mariposa Place Apartments,1050 N Mariposa Ave Ca 90029,E. HOLLYWOOD,New Construction,Large Family / Waiver Required,3132000,20876307,1532000,25540307,http://hcidapp.lacity.org/mpphotos/050004/Photo/Website/CD%2013%20-%20Mariposa%20Place.JPG
5538017028,-118.29512,34.08628084,Hdr I & Ii (Site 6),811 N Heliotrope Dr Ca 90029,E. HOLLYWOOD,Rehab,Family,0,8116043,6787000,14903043,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5422020031,-118.2575001,34.09131037,Allesandro Street Apts.,1934 N Allesandro St Ca 90039,ECHO PARK,New Construction,Special Needs / Hiv/Aids Individuals/Families,620900,3037101,0,3658001,http://hcidapp.lacity.org/mpphotos/000156/Photo/Website/CD%2013%20-%20Allesandro%20St.%20Apts..jpg
5160005028,-118.2573074,34.06797558,Temple Villas,1421 W Temple St 1-52 Ca 90026,ECHO PARK,New Construction,Family,3137768,10165531,0,13303299,http://hcidapp.lacity.org/mpphotos/040007/Photo/Website/CD%201%20-%20Temple%20Villas%20-%20040007.jpg
5309017036,-118.1651439,34.09196825,Cuatro Vientos,"5312 E Almont St  Los Angeles, Ca 90032",EL SERENO,New Construction,Family,1769655,11345458,0,13115113,http://hcidapp.lacity.org/mpphotos/09-104531/Photo/Website/09-104531[1].png
5442003016,-118.2450471,34.10090009,Hdr I & Ii (Site 7),2747 N Newell St Ca 90039,ELYSIAN VALLEY,Rehab,Family,0,8116043,6787000,14903043,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5445007903,-118.2305915,34.0942194,Taylor Yard Apartments,"1545 N San Fernando Rd  Los Angeles, Ca 90065",ELYSIAN VALLEY,New Construction,Family,6199789,11514000,3500000,21213789,http://hcidapp.lacity.org/mpphotos/11-117797/Photo/Website/11-117797.jpg
5037007026,-118.298345,34.01423486,Ingram Preservation (Site 6),1225 W 39Th Pl Ca 90037,EXPOSITION PARK,Rehab,Large Family / Waiver Required,4900000,6637761,2790000,14327761,http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site6/39th%20Place%20%202.png
5037020016,-118.293885,34.01423492,Ingram Preservation (Site 7),1075 W 39Th Pl Ca 90037,EXPOSITION PARK,Rehab,Large Family / Waiver Required,4900000,6637761,2790000,14327761,http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site7/IngramPres_107539th.png
5037017010,-118.2931853,34.01678135,Royals Apartments (Site 4),3817 S Wisconsin St Ca 90037,EXPOSITION PARK,Rehab,Family,1100000,13039479,0,14139479,http://hcidapp.lacity.org/mpphotos/040067/Photo/Website%20Site4/royalswisconsin3817wisconsin315072of5(PNG).png
5036023007,-118.3055467,34.0138576,Leeward Apts. (Site 9),3918 S La Salle Ave Ca 90062,EXPOSITION PARK,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5042027012,-118.3123072,34.02198044,Leeward Apts. (Site 6),1811 W 36Th Pl Ca 90018,EXPOSITION PARK,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5037009012,-118.2992309,34.01562015,Windward Apts (A/B) (Site 6),1253 W 39Th St Ca 90037,EXPOSITION PARK,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5036012028,-118.3046607,34.01500069,Windward Apts (A/B) (Site 7),3881 S Denker Ave Ca 90062,EXPOSITION PARK,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5037020015,-118.2938489,34.014253,Hdr I & Ii (Site 3),1063 W 39Th Pl Ca 90037,EXPOSITION PARK,Rehab,Family,0,8116043,6787000,14903043,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5036023014,-118.3046638,34.01413061,La Pro Ii (Site 3),3909 S Denker Ave Ca 90062,EXPOSITION PARK,New Construction,Family,2000000,31674331,0,33674331,http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website%20Site3/la%20pro%20ii%2011-118571c.JPG
5053006050,-118.3090607,34.02719775,Jefferson Park Terrace,"3023 S Western Ave  Los Angeles, Ca 90018",EXPOSITION PARK,Demo/New Construction,Family,518300,17162642,0,17680942,http://hcidapp.lacity.org/mpphotos/11-118593/Photo/Website/jeffersonparkterrace42314_004.png
6075020013,-118.2827877,33.9369643,Leeward Apts. (Site 2),10915 S Figueroa St Ca 90044,VERMONT VISTA,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6006006026,-118.2734195,33.98525397,Main Street Vistas,"5950 Main St  Los Angeles, Ca 90003",FLORENCE-FIRESTONE,New Construction,Family,2444000,12079680,0,14523680,http://hcidapp.lacity.org/mpphotos/030157/Photo/Website/CD%209%20-%20Main%20St.%20Vistas.jpg
6030011028,-118.273706,33.96322188,Leeward Apts. (Site 14),8318 S Main St Ca 90003,FLORENCE-FIRESTONE,Rehab,Family,0,7103994,10208936,17312930,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6022009004,-118.2697266,33.97405266,Lexington Apartments A/B (Site 7),7219 S San Pedro St Ca 90003,FLORENCE-FIRESTONE,Rehab,Family,0,6771719,10247566,17019285,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6031019008,-118.2747928,33.96877248,Windward Apts (A/B) (Site 19),120 W 78Th St 1-4 Ca 90003,FLORENCE-FIRESTONE,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6022020032,-118.2693578,33.97176727,Windward Apts (A/B) (Site 15),7512 S San Pedro St 1-4 Ca 90003,FLORENCE-FIRESTONE,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
5474023016,-118.2209081,34.12190991,Tres Lomas Garden Apts.,4343 N Toland Way Ca 90041,GLASSELL PARK,Acquisition + Rehab,Seniors,2225251,4586754,562729,7374734,http://hcidapp.lacity.org/mpphotos/070171/Photo/Website/CD%2014%20-%20Tres%20Lomas%20-%20070171.JPG
5456012904,-118.2375731,34.10547602,Glassell Park Community Hsg/Aka Rio Vista Apt,3000 N Verdugo Road 1-50 Ca 90065,GLASSELL PARK,New Construction,Family,2640475,26061533,0,28702008,http://hcidapp.lacity.org/mpphotos/09-117384/Photo/Website/glassellpark1912_007-.png
5474022011,-118.2234198,34.12242913,Eagle Vista (Aka Teague Terrace),4260 N Eagle Rock Blvd Ca 90041,GLASSELL PARK,New Construction,"Special Needs / Developmentally Disabled Individuals, Homeless Vet",1773961,15806726,0,17580687,http://hcidapp.lacity.org/mpphotos/12-118878/Photo/Website/Eagle%20Vista.png
5473006006,-118.2265258,34.12148064,T. Bailey Manor,4121 N Eagle Rock Blvd Ca 90065,GLASSELL PARK,Demo/New Construction,"Special Needs / Disabled, Homeless Veterans",4740000,4015323,10000000,18755323,http://hcidapp.lacity.org/mpphotos/14-121712/Photo/Website/Project%203.png
6058007004,-118.3093325,33.9423723,La Pro Ii,10311 S Western Ave Ca 90047,GRAMERCY PARK,New Construction,Family,2000000,31674331,0,33674331,http://hcidapp.lacity.org/mpphotos/11-118571/Photo/Website/LA%20PRO%20II%2010311_S._Western.JPG
6041015033,-118.270948,33.9581659,Windward Apts (A/B) (Site 17),219 E 87Th Pl Ca 90003,GREEN MEADOWS,Rehab,Family,0,7438473,4641342,12079815,http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png
6051010029,-118.2544827,33.94226948,Imani Fe East & West (Site 2),10345 S Central Ave 1-43 Ca 90002,GREEN MEADOWS,New Construction,Family,6001178,31661768,0,37662946,http://hcidapp.lacity.org/mpphotos/060059/Photo/Website%20Site2/imani%20fe%20West.png
7442001022,-118.3047647,33.77930168,Navy Village,"1556 W Palos Verdes Dr N  Los Angeles, Ca 90732",HARBOR CITY,Rehab,Family,2673764,27005640,0,29679404,http://hcidapp.lacity.org/mpphotos/13-119071/Photo/Website/150_2668.png
7413012938,-118.2924961,33.79268581,Harbor Village Apartments,981 W Harbor Village Dr Ca 90710,HARBOR CITY,Acquisition + Rehab,Family,0,23791743,41877000,65668743,http://hcidapp.lacity.org/mpphotos/13-119184/Photo/Website/Harbor%20Village%20Aprts.png
